query_id,product_id,shade_id,score,label,L_lab,a_lab,b_lab,C_lab,H_lab_deg,depth,warmth,sat_eff
scored_cluster_12_bright1,P10060056,330254,-12.793129296176616,1,43.59451950243792,51.33830735674039,28.45264122802864,58.69560967488164,28.99603237997161,56.40548049756208,2.783487549658446,1.3463988213380635
scored_cluster_12_bright1,P10016548,239691,-59.0115035089273,0,61.2274886978728,23.478118683947223,9.536351283599153,25.34095603448526,22.106024639949908,38.7725113021272,-2.2027080583744585,0.4138820091010146
scored_cluster_12_bright1,P4147086,217072,-50.19791215003433,0,61.3458280174973,25.204559673782324,26.287921907504558,36.41874059552735,46.20528134363275,38.6541719825027,13.685642070613392,0.5936628744360555
scored_cluster_12_bright1,P10056588,344088,-52.20228530617572,0,18.60016298890826,19.437827404666763,9.097018736085282,21.46124143888934,25.0798733299178,81.39983701109173,-0.6218949662480995,1.1538200741405982
scored_cluster_12_bright1,P1000203315,381740,-84.24141651972587,0,40.42997183313864,-23.936729363233543,16.16585439729907,28.88428397941276,145.96657283831098,59.57002816686136,28.134219078915844,0.7144275068660226
scored_cluster_12_bright1,P10054583,344634,-50.49979781064164,0,58.92572473423998,25.53830885010555,17.173686656005984,30.775651614255995,33.91955564979054,41.07427526576002,4.404532230953208,0.5222787119387465
scored_cluster_12_bright1,P10057991,350337,-112.89584487891057,0,89.12859011156671,0.3790078957812692,8.929823940442837,8.937863424352075,87.56965786021146,10.871409888433291,8.740319992552202,0.1002805431249849
scored_cluster_12_bright1,P10026821,352516,-10.797092636264942,1,41.97727005131797,64.71089563168975,45.98498825985416,79.38588765463525,35.39844005945247,58.02272994868203,13.629540444009288,1.891163659704039
scored_cluster_12_bright1,P1061005,64685,-69.31686380553488,0,42.31392193152085,71.30380634040672,-28.92466935102631,76.94718510573617,337.9198719812479,57.68607806847915,-64.57657252122968,1.8184838841047253
scored_cluster_12_bright1,P10058379,324416,-55.30075943227087,0,64.9687370139979,27.4503517397422,21.336615376774137,34.76741241985032,37.85721663376222,35.031262986002105,7.611439506903039,0.5351406540711954
scored_cluster_12_bright1,P1000208609,377629,-9.251102794754855,1,33.5585335967645,56.75889122265587,31.367945539744248,64.84997872173624,28.92734594167757,66.4414664032355,2.9884999284163136,1.9324437563621275
scored_cluster_12_bright1,P10013914,234722,-3.71513763003992,1,35.96946546022586,56.70313610651745,36.72469925274366,67.55700688691525,32.92976208986016,64.03053453977414,8.373131199484938,1.878176559549324
scored_cluster_12_bright1,P10062116,364854,-84.30842562546428,0,80.48080458624922,28.32402806000639,6.907984414002111,29.15425893772856,13.70635936144157,19.51919541375078,-7.254029616001085,0.3622510869220334
scored_cluster_12_bright1,P10059488,344299,-52.05737756839943,0,25.100553107060016,22.92805898832273,2.18993919701691,23.032405924232883,5.455969402457015,74.89944689293998,-9.274090297144456,0.9176055135515948
scored_cluster_12_bright1,P10014519,235290,-13.378720958220653,1,41.3518032420252,45.7395900009378,45.37433344647782,64.42779081394957,44.77031450173519,58.6481967579748,22.50453844600892,1.5580406599650436
scored_cluster_12_bright1,P10056609,342446,-13.866027422444226,1,31.97772014236073,50.53327634974119,28.89863653612792,58.21291276243219,29.764090721534046,68.02227985763926,3.631998361257324,1.8204209838373635
scored_cluster_12_bright1,P10048132,313397,-14.288748456565232,1,50.932168774579736,60.8727290859607,43.69686443320055,74.93267049602778,35.67228805386435,49.06783122542026,13.260499890220196,1.4712248132937686
scored_cluster_12_bright1,P1000203314,352466,-10.786964378800825,1,44.413530694883946,64.05180296414936,45.14387810044054,78.36200095011387,35.17628131000231,55.58646930511605,13.11797661836586,1.7643722470175174
scored_cluster_12_bright1,P10049033,315956,-10.571350529343274,1,41.80705072779064,48.429856781125046,33.64049041591952,58.96722499205688,34.784731179218284,58.19294927220936,9.425562025357,1.4104612491322968
scored_cluster_12_bright1,P10060056,330252,-75.22040456544207,0,9.485671480555965,1.2619343644885013,-1.909670723914369,2.2889562280770317,303.4572281573086,90.51432851944404,-2.5406379061586204,0.2413067153726552
scored_cluster_12_bright1,P3462073,329655,-69.58919238436592,0,74.50023908446582,30.951927787985117,15.690967384095613,34.70199261197255,26.8825637633783,25.499760915534186,0.2150034901030544,0.465797063719871
scored_cluster_12_bright1,P1061005,9279,-53.564276789216265,0,60.98034054007559,26.07878025941124,15.559993195670918,30.368012250853408,30.822559063648384,39.01965945992441,2.5206030659652985,0.4979967639061624
scored_cluster_12_bright1,P10044132,300959,-52.11070344460824,0,25.75682685471282,14.728492802294934,11.6748160967724,18.794409570952464,38.40276314728936,74.24317314528719,4.310569695624933,0.7296865284286206
scored_cluster_12_bright1,P4147087,217119,-56.00105076216486,0,60.01634138264805,46.34554449635109,-2.7475175194030976,46.42691403897835,356.6072871052816,39.98365861735195,-25.92028976757864,0.773571213596191
scored_cluster_12_bright1,P10052826,330940,-2.844518798990844,1,41.18938254081659,55.43679132698201,38.46036577738866,67.47175385568302,34.75174098217525,58.81061745918341,10.741970113897654,1.6380860720313526
scored_cluster_12_bright1,P3975084,163729,-52.73343261670448,0,7.91059245290365,24.434031772404275,11.586665964456277,27.0420549667874,25.370400024427227,92.08940754709636,-0.6303499217458608,3.418461401947383
scored_cluster_12_bright1,P10049870,320377,-59.14865013764216,0,63.58560615767473,23.16667965836222,15.265739134977308,27.744149612672427,33.382980565108255,36.41439384232527,3.6823993057961975,0.4363275163859349
scored_cluster_12_bright1,P10062115,372556,-14.63999987904316,1,41.44804917734648,53.19045225642138,24.98791009436037,58.76750685648047,25.16328698406153,58.55195082265352,-1.6073160338503245,1.417859417340201
scored_cluster_12_bright1,P10023766,270992,-6.665970640793649,1,45.39187299182817,57.17848807190495,37.048795016424194,68.13217089127569,32.9412153594709,54.60812700817183,8.459550980471718,1.5009772983710414
scored_cluster_12_bright1,P10050401,320334,-49.93897585819944,0,63.24254231927459,35.63936692132452,16.823841493289592,39.41073606448037,25.27001922604637,36.75745768072541,-0.9958419673726696,0.6231681178393907
scored_cluster_12_bright1,P1000207843,371871,-132.3371998425497,0,100.00000386666652,-1.6666666047271406e-05,6.666666418908562e-06,1.79505486900059e-05,158.19859051364824,-3.866666517637896e-06,1.4999999442544263e-05,1.795054799591807e-07
scored_cluster_12_bright1,P4147089,217266,-53.665077060820856,0,25.582859430989902,19.096782608612138,3.495066458824614,19.41397938476787,10.371410466309555,74.41714056901009,-6.053324845481455,0.7588666715359684
scored_cluster_12_bright1,P1000206201,360950,-55.49528478592792,0,64.26691381515724,34.615039505935805,10.865391491902198,36.28026587926,17.426667151477545,35.73308618484276,-6.4421282610657045,0.5645247877252721
scored_cluster_12_bright1,P10062145,371610,-53.26742196822143,0,66.13327989465358,31.037108760093133,24.78365956506259,39.71815581850154,38.60796066800464,33.86672010534642,9.265105185016022,0.6005774381940564
scored_cluster_12_bright1,P3006023,239552,-60.05474772360743,0,23.716718106777265,31.737537599119207,-13.360378726477473,34.43502595570994,337.1706319298208,76.28328189322274,-29.229147526037075,1.451930482146677
scored_cluster_12_bright1,P10062644,384146,-52.01757651312317,0,63.7181907645339,39.72076988335099,11.335952912146618,41.30669907596743,15.928273054283636,36.2818092354661,-8.524432029528876,0.6482716878860142
scored_cluster_12_bright1,P4036087,165073,-12.32601262940596,1,30.10749907027199,53.62166310224431,31.06840828243132,61.97199970191728,30.088015860936707,69.89250092972802,4.257576731309165,2.058357605767001
scored_cluster_12_bright1,P10060056,330250,-51.5932617863985,0,41.89835818462049,14.068080913961667,10.663100517934554,17.65255259891183,37.16082156002011,58.10164181537951,3.62906006095372,0.4213184803358595
scored_cluster_12_bright1,P10062116,372559,-7.200487235468315,1,32.62984587410799,54.00504694064806,40.08433617646687,67.25547637010395,36.584029370536825,67.37015412589201,13.08181270614284,2.061164390098196
scored_cluster_12_bright1,P3557001,432981,-54.85934237243622,0,27.168355730990815,43.78837932740237,-13.017816215033172,45.68244414574225,343.4433501351633,72.83164426900919,-34.91200587873436,1.6814578179875823
